eps,acc,auc,precision,recall_tpr,specificity_tnr,fpr,fnr,f1,balanced_acc,TN,FP,FN,TP
0.0,0.685142477426416,0.7037116951148048,0.7288297427940562,0.7767107606207072,0.5391013287351658,0.46089867126483414,0.2232892393792928,0.7520088667220837,0.6579060446779366,5315,4544,3511,12213
0.000980392156862745,0.5422350779814721,0.45867962837184667,0.6262823336899742,0.6328542355634699,0.39770767826351555,0.6022923217364844,0.36714576443653013,0.6295511340271407,0.5152809569134927,3921,5938,5773,9951
0.00196078431372549,0.3810733690341242,0.25004833801474874,0.49630127774041694,0.46934622233528367,0.24028806166954053,0.7597119383304595,0.5306537776647163,0.48244753873308494,0.3548171420024121,2369,7490,8344,7380
0.0029411764705882353,0.25153422194425984,0.11237153802473952,0.37530954115076476,0.32771559399643857,0.13003347195455928,0.8699665280454407,0.6722844060035614,0.34990154138656887,0.22887453297549892,1282,8577,10571,5153
0.00392156862745098,0.15963725911738263,0.04380271107788993,0.27164887307236063,0.21845586364792674,0.065828177299929,0.934171822700071,0.7815441363520733,0.24216574429835383,0.14214202047392788,649,9210,12289,3435
0.00784313725490196,0.027987335339874134,0.00042069264133826235,0.06647700331910858,0.04458153141694225,0.0015214524799675425,0.9984785475200325,0.9554184685830578,0.053370893448551525,0.0230514919484549,15,9844,15023,701
