eps,acc,auc,precision,recall_tpr,specificity_tnr,fpr,fnr,f1,balanced_acc,TN,FP,FN,TP
0.0,0.685142477426416,0.7037116951148048,0.7288297427940562,0.7767107606207072,0.5391013287351658,0.46089867126483414,0.2232892393792928,0.7520088667220837,0.6579060446779366,5315,4544,3511,12213
0.000980392156862745,0.5341437673455028,0.44680507751512044,0.6203973174743768,0.6236326634444161,0.39141900801298307,0.608580991987017,0.3763673365555838,0.622010783380907,0.5075258357286996,3859,6000,5918,9806
0.00196078431372549,0.3391705429386702,0.20754528640139888,0.45885547201336674,0.41916815059781226,0.21158332488081955,0.7884166751191805,0.5808318494021877,0.43811486306833286,0.31537573773931593,2086,7773,9133,6591
0.0029411764705882353,0.17632803033264277,0.06298260445571802,0.28535880558677157,0.22608750953955736,0.09696723805659803,0.903032761943402,0.7739124904604426,0.2522886949116458,0.1615273737980777,956,8903,12169,3555
0.00392156862745098,0.07954501035844115,0.012977581327395486,0.14952517469987459,0.10614347494276266,0.037123440511208035,0.9628765594887919,0.8938565250572373,0.12415383470951426,0.07163345772698534,366,9493,14055,1669
0.00784313725490196,0.0005863268576789274,1.0966120647608128e-07,0.0015191411788535547,0.0009539557364538285,0.0,1.0,0.9990460442635462,0.0011719665598874912,0.00047697786822691426,0,9859,15709,15
